id,carat,cut,color,clarity,depth,table,x,y,z,price
35189,0.52,Ideal,E,VS2,62.2,54.0,5.16,5.19,3.22,1815
65652,1.03,Ideal,G,SI1,61.2,55.0,6.56,6.48,3.98,4935
159834,0.9,Very Good,G,SI2,61.9,58.0,6.19,6.25,3.86,3619
56255,0.3,Ideal,H,VS1,62.1,56.0,4.3,4.27,2.66,675
37391,0.3,Very Good,I,VVS1,63.0,58.0,4.24,4.31,2.69,521
62223,1.1,Ideal,G,VS2,62.1,56.0,6.65,6.58,4.11,6371
97128,0.31,Ideal,D,VVS1,61.1,56.0,4.4,4.43,2.69,1214
2653,0.32,Premium,G,SI1,61.7,58.0,4.4,4.38,2.71,612
111457,0.4,Ideal,I,VS1,62.2,55.0,4.73,4.74,2.95,703
134754,0.52,Ideal,H,SI1,62.1,55.0,5.17,5.17,3.21,1352
18165,0.7,Ideal,G,SI1,61.1,57.0,5.73,5.77,3.51,2297
130817,0.41,Ideal,F,VVS2,61.4,56.0,4.79,4.81,2.95,974
4703,0.91,Good,G,SI2,63.3,59.0,6.08,6.11,3.86,3503
51561,0.39,Very Good,G,VS2,62.3,56.0,4.68,4.7,2.93,735
75508,0.42,Premium,H,SI1,63.0,58.0,4.78,4.75,3.01,855
59553,1.0,Premium,D,SI2,62.0,59.0,6.37,6.42,3.96,4082
12119,0.42,Ideal,G,SI1,61.4,55.0,4.81,4.84,2.96,723
78577,0.31,Good,F,VS2,63.4,58.0,4.33,4.35,2.75,625
191248,1.33,Premium,J,VS2,60.1,58.0,7.19,7.16,4.32,6534
11783,0.39,Very Good,F,VS1,61.0,55.0,4.78,4.82,2.92,943
70753,1.58,Ideal,H,SI1,62.4,55.0,7.44,7.5,4.67,10372
111623,0.71,Good,F,SI2,63.6,58.0,5.61,5.58,3.56,2072
166586,0.41,Ideal,D,VS2,62.2,55.0,4.78,4.75,2.96,1157
58677,0.31,Ideal,I,SI1,62.3,54.0,4.33,4.35,2.7,413
7139,0.9,Very Good,I,VS1,63.0,57.0,6.09,6.17,3.86,3844
107578,0.9,Premium,I,SI2,61.9,58.0,6.18,6.17,3.82,2770
175771,0.5,Very Good,H,IF,62.6,57.0,5.07,5.1,3.19,1908
192559,1.56,Ideal,G,SI1,60.6,59.0,7.53,7.49,4.54,11830
102303,0.71,Very Good,E,SI2,62.3,60.0,5.7,5.67,3.54,2206
190038,0.7,Premium,E,VS2,59.6,58.0,5.82,5.81,3.46,2822
60806,0.7,Premium,J,SI1,62.3,58.0,5.67,5.63,3.52,1777
21905,0.61,Ideal,E,SI2,61.6,56.0,5.46,5.49,3.37,1827
82951,0.42,Ideal,G,VVS2,61.6,57.0,4.79,4.82,2.95,1221
148187,0.5,Premium,E,SI1,61.6,58.0,5.08,5.11,3.14,1624
88214,0.55,Ideal,F,VS2,61.0,56.0,5.26,5.32,3.23,1570
75894,0.71,Very Good,G,SI2,59.9,58.0,5.87,5.82,3.51,2141
80543,1.02,Premium,F,VS2,61.8,56.0,6.55,6.51,4.04,6976
186366,1.12,Premium,H,SI2,60.9,57.0,6.73,6.68,4.08,4520
18160,1.33,Ideal,G,VVS1,62.5,56.0,7.02,7.09,4.38,12646
68892,0.5,Premium,D,VS2,60.8,58.0,5.11,5.09,3.12,1715
2618,0.9,Premium,F,SI1,63.0,60.0,6.1,6.13,3.86,3949
123248,1.05,Ideal,D,VS1,62.3,57.0,6.53,6.58,4.07,8687
85295,0.38,Ideal,D,VS2,60.5,57.0,4.7,4.68,2.83,1026
59082,0.7,Ideal,E,VS1,61.1,56.0,5.7,5.75,3.5,2867
26098,0.25,Premium,E,VVS2,61.0,56.0,4.1,4.08,2.5,548
75887,1.01,Ideal,D,VS1,61.8,56.0,6.41,6.46,3.98,8265
178691,2.01,Premium,I,VS1,61.3,58.0,8.09,8.05,4.94,17673
143107,1.21,Ideal,H,SI1,62.8,55.0,6.75,6.82,4.26,6438
39627,0.3,Ideal,F,VS2,62.0,55.0,4.31,4.24,2.65,604
62331,1.02,Good,F,VS2,57.3,60.0,6.64,6.59,3.81,5889
20688,0.71,Very Good,H,SI1,61.9,58.0,5.71,5.75,3.55,2131
118294,0.32,Ideal,G,VS1,60.8,57.0,4.42,4.45,2.7,645
82886,0.53,Ideal,D,SI1,62.6,56.0,5.16,5.19,3.23,1654
41419,1.0,Premium,G,SI1,61.2,62.0,6.36,6.27,3.85,4513
60653,0.33,Premium,G,VS1,62.6,58.0,4.38,4.4,2.75,684
98415,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.45,2.72,760
132742,0.3,Premium,F,VS1,62.8,59.0,4.25,4.31,2.68,714
21834,0.33,Ideal,G,VVS1,60.9,57.0,4.45,4.49,2.72,848
32631,1.03,Good,H,SI1,63.1,59.0,6.39,6.42,4.04,4558
30305,1.73,Premium,F,VS2,62.2,59.0,7.66,7.6,4.76,17605
161301,1.04,Premium,I,SI1,61.9,58.0,6.53,6.44,4.01,4155
23614,0.41,Premium,F,VVS1,61.9,58.0,4.74,4.77,2.94,1055
100385,0.63,Premium,E,SI1,61.2,60.0,5.48,5.51,3.36,1689
71187,0.31,Ideal,F,VS1,61.0,55.0,4.37,4.39,2.68,616
136548,1.01,Very Good,H,VS1,59.8,59.0,6.58,6.52,3.9,5861
163529,0.8,Ideal,E,SI2,61.5,57.0,5.98,5.95,3.66,2697
147629,0.32,Premium,H,SI1,62.6,60.0,4.38,4.33,2.73,550
107091,0.3,Ideal,G,VVS2,60.8,57.0,4.35,4.38,2.65,684
106133,2.02,Ideal,E,SI2,62.6,57.0,8.04,8.08,5.05,18678
48187,1.08,Ideal,D,VS2,62.4,57.0,6.59,6.54,4.1,8246
8314,0.25,Very Good,F,VS1,60.9,56.0,4.08,4.12,2.51,499
159817,0.7,Premium,I,VVS1,62.6,58.0,5.68,5.7,3.56,2536
104057,0.7,Very Good,D,VS2,59.5,60.0,5.77,5.82,3.43,3484
160500,1.51,Very Good,F,SI2,62.3,56.0,7.27,7.31,4.54,9961
27555,0.3,Ideal,E,VS2,61.9,56.0,4.31,4.31,2.67,603
160056,1.08,Ideal,G,SI2,61.8,55.0,6.58,6.63,4.08,4859
67099,1.01,Very Good,F,SI2,63.1,56.0,6.4,6.37,4.03,4034
70555,1.01,Good,H,SI2,63.1,54.0,6.35,6.41,4.02,4294
177504,0.7,Ideal,G,SI1,62.1,56.0,5.68,5.72,3.54,2196
149981,0.25,Ideal,G,SI1,62.7,54.0,4.07,4.09,2.56,367
100653,1.0,Ideal,H,VS1,62.0,57.0,6.41,6.29,3.94,4764
185933,0.52,Ideal,E,VS2,62.3,57.0,5.14,5.18,3.21,1580
154645,0.72,Ideal,G,VVS2,61.9,55.0,5.77,5.75,3.57,3575
48642,1.11,Ideal,I,SI1,62.0,56.0,6.66,6.62,4.12,4310
88147,0.47,Premium,F,SI2,59.7,61.0,5.04,5.01,3.01,984
24325,0.42,Ideal,E,VVS1,62.0,57.0,4.84,4.81,2.99,1235
124251,0.4,Ideal,D,VS2,62.8,55.0,4.69,4.71,2.95,1033
62719,0.9,Very Good,E,SI1,62.3,63.0,6.1,6.19,3.82,3634
36114,1.56,Ideal,G,VS2,61.8,56.0,7.41,7.45,4.59,13161
75498,0.82,Ideal,I,SI1,62.0,56.0,5.98,6.03,3.72,2822
33478,0.68,Good,G,VVS1,63.0,55.0,5.64,5.59,3.54,3225
95114,1.0,Fair,F,SI2,65.2,57.0,6.39,6.28,4.06,3674
126817,0.31,Ideal,E,VVS2,61.2,56.0,4.38,4.34,2.67,1046
96004,0.7,Very Good,F,SI1,62.8,58.0,5.69,5.72,3.58,2553
127817,1.51,Premium,E,SI1,62.9,58.0,7.3,7.26,4.58,12499
20698,2.01,Very Good,J,SI1,62.9,56.0,7.93,8.0,5.03,11062
142672,0.5,Good,G,VS2,63.9,56.0,5.02,5.05,3.22,1337
129357,1.01,Premium,G,SI1,60.2,58.0,6.51,6.56,3.93,5123
35710,1.03,Very Good,H,SI1,62.0,59.0,6.41,6.53,4.01,4128
170675,0.31,Ideal,G,VVS2,61.7,56.0,4.37,4.34,2.68,707
158850,0.57,Ideal,E,SI2,61.8,57.0,5.33,5.35,3.3,1273
7615,1.05,Premium,G,SI2,61.9,58.0,6.5,6.46,4.01,4414
121668,1.71,Ideal,I,VS2,62.0,57.0,7.68,7.64,4.74,11595
112941,0.4,Very Good,G,VS2,62.8,57.0,4.69,4.72,2.95,888
162620,0.4,Ideal,D,VS2,62.5,57.0,4.71,4.68,2.93,1181
128687,0.33,Ideal,E,VVS1,61.1,56.0,4.5,4.52,2.76,1052
30294,0.3,Ideal,G,IF,62.3,57.0,4.32,4.29,2.68,863
161409,1.65,Ideal,G,VS2,62.4,55.0,7.53,7.6,4.73,15756
156501,1.22,Premium,J,VS1,62.3,58.0,6.88,6.83,4.25,4909
150021,0.34,Ideal,I,VVS1,62.9,56.0,4.48,4.5,2.83,758
103177,0.24,Very Good,D,VVS2,62.8,56.0,3.95,3.97,2.48,478
133294,0.29,Very Good,H,VS1,61.9,56.0,4.27,4.31,2.65,444
191545,1.05,Good,F,SI1,60.8,61.0,6.63,6.59,4.02,5898
178523,1.57,Ideal,F,VS2,62.7,55.0,7.39,7.43,4.65,14359
168662,1.51,Premium,J,VVS2,62.3,61.0,7.33,7.28,4.55,8902
41478,0.3,Ideal,F,VVS2,61.6,57.0,4.3,4.33,2.66,740
39611,0.33,Ideal,G,IF,62.1,54.0,4.46,4.42,2.76,984
189600,0.93,Good,I,VS1,64.3,58.0,6.06,6.09,3.93,3580
43259,2.16,Ideal,H,SI2,61.9,56.0,8.34,8.28,5.15,18181
39134,0.32,Ideal,G,SI1,62.4,56.0,4.35,4.37,2.72,477
4432,0.82,Ideal,H,SI1,61.6,56.0,6.03,6.01,3.72,2949
37865,0.73,Premium,F,SI1,62.6,59.0,5.77,5.72,3.6,2509
68420,1.0,Premium,F,SI2,60.1,59.0,6.52,6.48,3.91,4377
68337,1.31,Premium,D,SI2,61.2,60.0,7.02,6.98,4.28,6974
81845,0.41,Very Good,D,SI1,63.3,55.0,4.72,4.74,2.99,796
18435,0.57,Ideal,E,VS2,62.0,55.0,5.36,5.33,3.31,2318
119737,0.51,Ideal,E,VS2,62.0,56.0,5.09,5.13,3.17,1659
90105,1.58,Premium,G,VS1,62.5,56.0,7.44,7.46,4.65,16942
93987,0.7,Premium,E,SI2,61.1,59.0,5.72,5.77,3.51,2343
164406,0.33,Ideal,G,VVS2,60.6,56.0,4.5,4.51,2.73,694
98124,0.71,Ideal,G,SI1,61.8,56.0,5.71,5.76,3.54,2262
187161,1.24,Premium,D,VVS2,61.4,58.0,6.94,6.9,4.24,12979
73530,0.42,Ideal,I,VVS2,61.4,56.0,4.85,4.79,2.96,945
89765,0.34,Ideal,G,VS2,62.1,56.0,4.47,4.5,2.79,596
172360,0.52,Premium,F,SI1,61.5,59.0,5.17,5.15,3.17,1279
144300,0.7,Premium,E,SI1,60.4,59.0,5.76,5.72,3.48,2277
136470,0.71,Premium,F,SI1,61.0,59.0,5.78,5.73,3.51,2309
189587,1.13,Very Good,F,SI1,63.0,61.0,6.61,6.67,4.18,6108
118656,1.01,Very Good,G,VS2,61.9,59.0,6.36,6.38,3.96,6350
116859,0.42,Ideal,F,SI2,61.6,55.0,4.81,4.84,2.98,818
174742,0.32,Ideal,G,SI1,62.3,54.0,4.38,4.41,2.74,446
54043,0.51,Ideal,D,SI1,62.7,56.0,5.09,5.12,3.2,1454
143118,0.9,Good,E,SI2,63.9,58.0,6.15,6.13,3.92,3804
2221,0.75,Very Good,E,VS2,62.5,57.0,5.78,5.84,3.63,3425
153936,0.31,Ideal,D,VS2,62.2,56.0,4.32,4.36,2.7,734
111464,1.0,Premium,E,VS2,60.0,59.0,6.41,6.45,3.86,6272
137673,0.71,Very Good,G,VS1,64.2,57.0,5.7,5.67,3.63,2756
67706,0.78,Ideal,J,VS2,61.9,56.0,5.87,5.9,3.63,2241
143662,0.51,Very Good,E,SI1,63.5,58.0,5.05,5.09,3.22,1265
117291,0.53,Ideal,D,SI1,61.4,57.0,5.18,5.23,3.2,1749
188681,1.51,Good,D,SI2,61.2,65.0,7.29,7.25,4.46,9116
45031,0.91,Ideal,E,SI2,62.0,57.0,6.29,6.25,3.9,3763
178115,0.53,Ideal,J,SI1,61.4,56.0,5.21,5.24,3.21,1043
78642,1.01,Ideal,F,SI1,61.4,57.0,6.51,6.48,3.99,5226
176351,0.5,Ideal,F,VS1,61.6,57.0,5.09,5.13,3.15,1800
82989,1.28,Ideal,G,VS2,62.7,57.0,6.94,6.9,4.35,10338
77364,1.5,Good,I,VS1,63.1,59.0,7.19,7.23,4.55,10732
112027,0.31,Ideal,E,VVS1,62.1,54.0,4.37,4.33,2.69,944
135920,0.4,Premium,E,SI1,61.8,61.0,4.73,4.71,2.91,882
40918,0.3,Premium,H,VVS2,62.6,59.0,4.3,4.25,2.68,776
2481,0.58,Ideal,G,VVS2,62.5,55.0,5.33,5.38,3.35,2059
124224,1.53,Ideal,H,VS2,61.9,56.0,7.41,7.46,4.6,12468
103201,0.53,Ideal,D,SI2,62.3,56.0,5.19,5.17,3.22,1232
64491,0.38,Ideal,D,VS2,61.6,56.0,4.7,4.64,2.87,876
164065,0.91,Very Good,F,SI1,63.6,56.0,6.11,6.14,3.9,4137
76071,0.9,Very Good,F,VS1,63.5,57.0,6.11,6.15,3.89,4838
86766,1.06,Ideal,G,SI2,62.8,56.0,6.49,6.47,4.06,4532
148077,1.5,Ideal,I,SI1,62.5,56.0,7.29,7.33,4.57,8372
173340,2.01,Very Good,H,SI1,62.3,58.0,8.08,8.02,5.0,17141
132514,0.51,Ideal,G,VVS2,61.9,55.0,5.17,5.13,3.18,1806
157169,0.3,Premium,H,SI1,59.8,62.0,4.35,4.32,2.6,540
85223,2.02,Very Good,J,SI2,61.0,60.0,8.11,8.18,4.97,14130
137151,0.38,Ideal,D,VS2,62.5,56.0,4.63,4.58,2.88,1094
94570,0.72,Ideal,F,VS2,61.7,55.0,5.75,5.72,3.54,3163
21539,0.53,Very Good,F,VVS2,60.4,58.0,5.23,5.27,3.17,2297
115623,0.3,Ideal,D,VS1,61.6,55.0,4.37,4.34,2.68,873
81473,0.51,Very Good,E,SI1,61.4,62.0,5.12,5.17,3.16,1345
78977,0.33,Ideal,F,VS2,60.8,56.0,4.51,4.48,2.73,854
184895,0.4,Premium,D,SI2,61.6,58.0,4.74,4.76,2.93,855
125953,1.16,Premium,G,SI2,62.3,59.0,6.75,6.68,4.19,4096
134845,0.4,Good,I,VS1,63.8,56.0,4.7,4.67,2.99,687
147489,0.91,Premium,G,VS2,61.3,59.0,6.16,6.21,3.79,4613
992,0.37,Premium,E,SI1,61.3,59.0,4.6,4.63,2.83,702
12808,0.74,Ideal,D,VS2,60.6,57.0,5.85,5.88,3.56,3010
156833,0.28,Very Good,H,VVS1,60.6,56.0,4.23,4.29,2.59,480
12249,1.2,Ideal,I,VS1,62.5,54.0,6.78,6.84,4.25,6891
180784,0.73,Fair,F,VS1,64.6,55.0,5.65,5.62,3.66,2724
177090,1.22,Ideal,I,SI1,61.5,55.0,6.88,6.93,4.25,5731
95735,0.53,Ideal,G,VS1,63.0,57.0,5.15,5.11,3.22,1666
81481,0.5,Premium,D,SI1,62.3,58.0,5.04,5.07,3.15,1337
154972,1.05,Very Good,H,SI1,62.3,58.0,6.5,6.46,4.04,4932
84131,1.13,Ideal,I,SI1,61.6,56.0,6.73,6.75,4.15,5407
112001,0.97,Very Good,I,SI1,64.0,58.0,6.24,6.06,3.89,2968
33842,1.06,Premium,G,VS1,61.7,60.0,6.59,6.54,4.05,7107
136691,0.42,Ideal,G,IF,61.9,56.0,4.79,4.82,2.98,1400
114008,1.69,Ideal,G,VS2,62.4,56.0,7.67,7.62,4.75,15014
41253,2.21,Good,I,SI1,63.9,61.0,8.31,8.23,5.3,12765
35971,0.9,Very Good,E,SI1,62.1,59.0,6.14,6.17,3.82,4311
47557,1.31,Premium,H,VS2,61.4,58.0,6.91,7.01,4.28,7421
133593,0.31,Ideal,G,VVS1,62.5,56.0,4.35,4.35,2.72,816
189903,0.51,Premium,E,SI1,61.0,60.0,5.15,5.12,3.13,1305
30368,0.55,Premium,F,SI1,62.2,58.0,5.22,5.27,3.26,1412
51701,0.51,Premium,F,SI2,59.7,61.0,5.18,5.15,3.06,1016
84553,1.56,Premium,D,SI2,61.2,59.0,7.48,7.45,4.56,11021
127661,0.27,Ideal,G,VVS1,62.1,55.0,4.14,4.16,2.58,575
53908,1.0,Very Good,I,SI2,62.9,58.0,6.34,6.31,3.97,3710
180973,0.31,Good,G,VS1,63.8,56.0,4.31,4.33,2.75,625
81254,2.08,Premium,F,SI2,59.3,61.0,8.3,8.25,4.91,15395
183608,0.39,Very Good,E,VVS1,62.5,59.0,4.61,4.66,2.9,1057
77666,0.41,Ideal,F,VS1,61.4,54.0,4.77,4.8,2.94,1007
172237,0.35,Ideal,F,VS2,61.3,56.0,4.55,4.57,2.8,642
17350,0.7,Premium,F,SI1,61.9,59.0,5.67,5.65,3.5,2585
175250,0.31,Ideal,D,IF,61.8,56.0,4.34,4.36,2.69,1167
158601,1.03,Fair,F,I1,65.3,57.0,6.35,6.25,4.1,3607
187374,1.11,Ideal,G,VS1,62.8,56.0,6.63,6.57,4.14,7836
44526,1.16,Ideal,G,VS1,62.4,54.0,6.71,6.74,4.2,6535
160932,1.0,Very Good,H,VS2,62.7,58.0,6.34,6.39,3.99,5040
188910,1.54,Ideal,G,VS2,62.4,57.0,7.35,7.38,4.58,14759
50393,1.03,Ideal,I,SI2,62.1,53.0,6.49,6.46,4.02,3828
154494,0.36,Ideal,E,VS2,62.0,55.0,4.61,4.58,2.85,933
182100,1.21,Ideal,F,VS1,61.7,56.0,6.83,6.89,4.23,9243
186999,0.28,Very Good,F,SI1,62.2,57.0,4.19,4.24,2.62,477
180467,1.02,Premium,H,SI1,62.6,60.0,6.4,6.37,4.0,4831
74340,1.05,Ideal,E,SI1,61.8,56.0,6.47,6.51,4.01,7539
49556,2.12,Premium,E,SI2,62.7,59.0,8.19,8.12,5.1,18462
82435,0.3,Ideal,G,VVS1,61.5,57.0,4.31,4.33,2.65,788
32021,0.7,Ideal,F,SI1,61.7,59.0,5.68,5.73,3.52,2161
56346,0.4,Ideal,D,VVS2,61.7,55.0,4.73,4.77,2.93,1010
184894,1.2,Premium,H,SI2,62.5,57.0,6.78,6.7,4.22,4324
142408,0.71,Ideal,F,SI2,62.0,54.0,5.72,5.69,3.54,2397
17516,0.56,Ideal,D,SI1,61.7,57.0,5.32,5.34,3.28,1723
26,0.71,Ideal,E,SI1,61.7,56.0,5.74,5.76,3.55,2404
4893,0.52,Ideal,D,VS2,62.4,55.0,5.11,5.14,3.2,1817
92679,0.38,Ideal,D,VS1,61.3,56.0,4.7,4.73,2.89,1110
62683,0.8,Ideal,F,SI1,60.2,57.0,6.04,6.0,3.64,2970
91195,0.3,Very Good,E,SI1,62.9,54.0,4.26,4.29,2.69,567
6484,0.71,Ideal,I,VS2,62.6,57.0,5.72,5.75,3.58,2198
54145,0.71,Ideal,D,VS2,62.0,56.0,5.73,5.78,3.56,3310
145001,0.32,Premium,G,VS1,60.7,59.0,4.4,4.43,2.68,645
64739,1.01,Premium,F,SI2,62.5,57.0,6.49,6.38,4.02,4414
153346,0.31,Ideal,I,VS2,61.7,54.0,4.39,4.4,2.71,463
92485,0.43,Very Good,G,VVS2,62.9,56.0,4.77,4.81,3.02,1197
37237,1.15,Premium,H,SI2,60.9,59.0,6.78,6.75,4.11,4200
117867,0.31,Ideal,H,VS1,62.3,54.0,4.37,4.37,2.72,544
187850,1.01,Good,D,SI1,58.2,60.0,6.49,6.53,3.78,5987
68225,0.31,Ideal,H,VS2,61.8,57.0,4.34,4.36,2.69,492
130634,0.58,Ideal,F,SI1,62.3,56.0,5.35,5.34,3.33,1751
41633,0.93,Premium,I,VS1,61.6,57.0,6.27,6.23,3.86,3419
116816,1.0,Good,D,SI1,64.1,60.0,6.27,6.32,4.03,5140
1327,0.9,Very Good,H,SI2,62.8,55.0,6.17,6.25,3.9,3998
167062,0.36,Premium,D,VS2,60.8,59.0,4.55,4.52,2.76,852
39953,0.3,Ideal,E,VS1,61.3,54.0,4.34,4.37,2.67,670
56959,0.32,Premium,H,SI2,62.0,58.0,4.37,4.33,2.7,540
109703,0.53,Ideal,I,SI2,61.4,56.0,5.21,5.24,3.21,1077
72720,0.72,Ideal,F,SI2,63.0,54.0,5.73,5.77,3.61,2155
54486,0.76,Premium,D,SI1,58.8,57.0,6.0,5.93,3.51,2579
10674,0.34,Ideal,G,SI2,61.4,56.0,4.54,4.52,2.78,459
161062,0.3,Ideal,G,IF,61.1,56.0,4.34,4.31,2.64,988
155145,1.18,Ideal,I,SI1,62.7,56.0,6.74,6.69,4.21,5345
37759,1.01,Very Good,E,SI2,61.9,59.0,6.37,6.44,3.96,4666
64689,0.9,Good,G,VS2,63.3,61.0,6.1,6.16,3.87,4344
2227,1.5,Premium,E,SI2,62.3,58.0,7.34,7.3,4.56,9242
74769,1.16,Premium,G,VS1,60.1,60.0,6.83,6.81,4.11,8057
105512,0.36,Ideal,F,VS2,62.0,54.0,4.58,4.56,2.84,906
117849,0.38,Ideal,E,VVS2,62.3,55.0,4.63,4.66,2.89,1220
20913,0.31,Ideal,E,VS2,62.2,55.0,4.33,4.36,2.7,723
3614,2.0,Very Good,H,SI2,61.8,61.0,8.14,8.07,5.02,12369
33909,0.7,Premium,G,VS2,61.9,58.0,5.68,5.64,3.51,2485
136072,0.32,Ideal,E,VVS1,60.6,56.0,4.45,4.43,2.69,1063
158003,2.05,Ideal,F,SI2,61.4,59.0,8.14,8.2,5.02,18394
67574,1.17,Ideal,G,VS1,62.1,56.0,6.82,6.73,4.21,10640
80802,1.51,Premium,G,VS1,61.2,59.0,7.33,7.35,4.49,14299
31173,0.31,Premium,J,VS2,61.6,60.0,4.39,4.37,2.7,558
140097,0.3,Very Good,F,VS2,62.7,60.0,4.2,4.24,2.64,603
112563,0.41,Ideal,E,VS1,60.9,57.0,4.81,4.85,2.94,1179
128734,1.07,Ideal,E,SI2,61.7,56.0,6.55,6.64,4.06,4940
93029,0.7,Ideal,G,SI1,62.9,53.0,5.65,5.68,3.57,2198
108161,0.53,Ideal,D,VS2,62.7,56.0,5.15,5.14,3.23,1919
193359,0.42,Ideal,H,VS1,62.1,56.0,4.84,4.8,2.99,1035
32747,0.23,Ideal,E,VVS1,61.7,57.0,3.94,3.97,2.44,530
102762,1.52,Ideal,F,VS2,62.7,56.0,7.36,7.3,4.6,13363
167058,0.51,Ideal,G,VVS2,61.3,56.0,5.18,5.16,3.17,1985
6742,0.32,Ideal,H,VVS1,62.2,55.0,4.37,4.41,2.73,730
119535,0.33,Ideal,H,VS1,61.9,56.0,4.42,4.46,2.75,579
148167,1.5,Ideal,F,VS2,62.3,57.0,7.3,7.23,4.53,13803
85124,2.01,Premium,H,SI1,61.8,58.0,8.09,8.14,5.02,17218
28292,1.02,Very Good,D,I1,63.3,56.0,6.37,6.42,4.05,3108
164417,0.3,Ideal,E,VS2,62.3,55.0,4.28,4.33,2.68,658
138287,1.02,Premium,H,SI1,62.5,60.0,6.38,6.44,4.0,4637
142594,0.51,Very Good,J,SI1,63.0,58.0,5.12,5.09,3.22,959
176577,1.52,Ideal,I,SI1,61.6,56.0,7.39,7.35,4.55,10483
34148,0.34,Ideal,D,SI1,61.5,55.0,4.51,4.53,2.78,780
106946,1.05,Premium,D,SI2,62.6,60.0,6.42,6.48,4.04,4239
52538,0.44,Ideal,G,IF,61.1,55.0,4.91,4.93,3.0,1433
182417,0.91,Very Good,E,SI1,62.5,57.0,6.13,6.26,3.87,4211
133156,0.44,Good,I,VVS1,60.6,61.0,4.95,4.99,2.99,1031
171448,0.71,Premium,H,SI1,61.6,58.0,5.73,5.77,3.54,1976
93256,1.22,Ideal,E,SI2,61.1,57.0,6.92,6.83,4.21,6091
6477,0.5,Good,E,SI2,63.8,55.0,5.08,5.12,3.25,1077
97433,0.41,Ideal,D,SI1,62.3,55.0,4.73,4.75,2.95,774
48552,0.48,Ideal,G,VVS2,62.6,54.0,5.0,5.04,3.14,1715
19069,0.33,Very Good,G,VVS2,61.7,59.0,4.45,4.48,2.75,798
26970,0.33,Premium,E,VS2,59.6,60.0,4.55,4.51,2.69,693
60660,0.3,Ideal,E,SI2,62.0,54.0,4.31,4.34,2.68,463
12032,0.31,Premium,E,VS2,61.9,59.0,4.32,4.27,2.66,872
120046,0.73,Very Good,G,SI2,59.7,59.0,5.88,5.93,3.52,2385
27328,0.73,Premium,D,SI1,62.9,58.0,5.73,5.69,3.59,2707
165388,0.44,Ideal,G,SI1,61.6,56.0,4.89,4.93,3.01,1003
80049,1.52,Very Good,H,SI2,59.9,59.0,7.38,7.41,4.45,11435
89334,0.7,Good,F,VS2,63.6,60.0,5.61,5.58,3.55,2655
80587,1.5,Premium,F,VS2,60.6,60.0,7.27,7.33,4.44,14860
117277,1.23,Ideal,G,VVS1,61.9,56.0,6.86,6.89,4.26,9897
68753,0.52,Ideal,D,SI1,62.1,57.0,5.17,5.13,3.19,1699
100267,1.21,Very Good,E,VS1,60.5,58.0,6.89,6.86,4.16,9193
125936,0.58,Ideal,G,VS1,62.4,55.0,5.32,5.35,3.33,2034
108250,0.71,Ideal,D,SI2,61.7,56.0,5.77,5.73,3.54,2703
13066,0.71,Ideal,E,SI1,61.8,54.0,5.77,5.8,3.58,2737
189726,0.9,Very Good,F,SI2,62.0,61.0,6.1,6.13,3.79,3468
70715,1.2,Premium,H,SI2,61.5,56.0,6.8,6.75,4.16,4697
84537,0.3,Ideal,D,VS1,61.7,56.0,4.35,4.32,2.67,736
170067,1.01,Very Good,E,SI2,63.5,58.0,6.29,6.37,4.03,4120
23869,0.25,Very Good,F,VVS2,62.4,58.0,3.98,4.03,2.5,512
107942,0.4,Ideal,I,SI1,62.0,54.0,4.74,4.76,2.95,616
180844,0.3,Very Good,G,VVS2,62.8,59.0,4.26,4.27,2.68,684
79249,0.24,Very Good,F,VVS1,59.0,58.0,4.1,4.16,2.41,552
45768,1.03,Ideal,G,SI2,61.8,55.0,6.48,6.53,4.02,4242
139584,0.73,Ideal,D,VS2,61.8,57.0,5.77,5.8,3.57,3030
30419,0.38,Ideal,I,VVS1,61.3,56.0,4.66,4.69,2.87,862
145158,0.35,Ideal,G,IF,60.3,57.0,4.61,4.54,2.76,1052
35225,0.34,Ideal,D,SI1,61.5,55.0,4.55,4.53,2.79,803
164016,0.5,Very Good,F,VS1,62.1,55.0,5.1,5.13,3.18,1710
187710,1.02,Very Good,H,SI2,60.6,60.0,6.45,6.48,3.91,4455
15583,1.05,Very Good,F,VS2,62.9,59.0,6.44,6.49,4.07,7388
138125,1.01,Very Good,D,VS2,62.9,58.0,6.35,6.44,4.02,6532
90276,1.2,Premium,D,VS1,59.7,60.0,7.0,6.9,4.16,11853
104829,0.31,Very Good,D,SI2,63.5,58.0,4.31,4.33,2.74,593
187332,0.71,Very Good,F,VS2,62.1,57.0,5.74,5.71,3.56,3026
154394,0.9,Very Good,F,SI1,61.3,63.0,6.13,6.18,3.77,3838
2306,0.5,Very Good,F,VS1,60.0,59.0,5.16,5.21,3.12,1652
28534,1.01,Premium,G,SI2,61.4,58.0,6.49,6.46,3.97,3545
160233,0.46,Ideal,E,SI1,62.1,56.0,4.9,4.94,3.06,1094
192648,1.1,Very Good,G,SI2,61.9,58.0,6.61,6.68,4.11,4427
159350,0.51,Ideal,E,SI2,62.9,57.0,5.14,5.09,3.23,1175
72707,2.01,Very Good,G,SI2,62.2,59.0,7.97,8.01,4.98,12308
166979,1.7,Premium,G,VS1,60.5,59.0,7.87,7.82,4.76,17156
